,word_1,word_2
1238,leide,sinnenweide
1239,schwach,nach
1240,spürt,geführt
1241,erlischt,angefrischt
1242,kommen,kommen
1243,nacht,gebracht
1244,leuchten,deuchten
1245,schatten,ermatten
1246,du,zu
1247,schattenruh,zu
1248,gewannst,kannst
1249,hast,last
1250,schwinden,empfinden
1251,geraubt,erlaubt
1252,denken,schenken
1253,empor,thor
1254,seiten,schreiten
1255,abhängig,durchgängig
1256,undurchdringlich,unbezwinglich
1257,zahn,bahn
1258,engigkeit,unabhängigkeit
1259,trägt,gewägt
1260,gewägt,schlägt
1261,trägt,verschlägt
1262,wägt,geprägt
1263,wägt,verschlägt
1264,hassen,gelassen
1265,thun,nun
1266,glück,zurück
1267,verletzt,entsetzt
1268,berückt,drückt
1269,zuletzt,gesetzt
1270,glück,zurück
1271,sprechen,radebrechen
1272,spiegelwand,band
1273,strofen,schulfilosofen
1274,gewis,aergernis
1275,gewiesen,bewiesen
1276,geben,eben
1277,augenblicken,erquicken
1278,geist,unterweist
1279,hinwieder,lieder
1280,erfreuten,deuten
1281,leichentuch,wohlgeruch
1282,schreiten,begleiten
1283,haus,hinaus
1284,grab,hinab
1285,nach,schwach
1286,fassen,verlassen
1287,beten,vertreten
1288,zweifelsucht,flucht
1289,letzten,gesetzten
1290,beiden,meiden
1291,thüren,führen
1292,geht,gebet
1293,machen,schwachen
1294,willkommen,unbeklommen
1295,umgeben,umschweben
1296,rosenkronen,wohnen
1297,leiten,schreiten
1298,lenken,denken
1299,hernieder,wieder
1300,umfahen,nahen
1301,zeit,traurigkeit
1302,kund,grund
1303,nicht,zuversicht
1304,hernieder,mittelglieder
1305,zug,genug
1306,lehrte,werthe
1307,gewicht,unterricht
1308,geben,leben
1309,voll,soll
1310,ab,ergab
1311,herumzuschlagen,plagen
1312,stehn,entgehn
1313,meint,vereint
1314,schlichten,vernichten
1315,sagt,geplagt
1316,ersonnen,gesponnen
1317,kraus,aus
1318,zusammenhang,zusammenklang
1319,wörtern,erörtern
1320,worten,pforten
1321,wort,dort
1322,bildern,schildern
1323,auszuschmücken,auszudrücken
1324,angeregt,gelegt
1325,verdrießen,aufzuschließen
1326,nur,natur
1327,senken,denken
1328,kleiden,unterscheiden
1329,erbrannt,erkannt
1330,erden,gefressenwerden
1331,seyn,nein
1332,wohlgemacht,hervorgebracht
1333,ernähren,gebären
1334,geben,leben
1335,geist,speist
1336,glaube,erlaube
1337,bekehren,leeren
1338,schwer,mehr
1339,malen,stralen
1340,verrucht,sucht
1341,gottbewußt,gottgewußt
1342,gekannt,genannt
1343,macht,vorgebracht
1344,zwei,sei
1345,gnügen,fügen
1346,sinn,anbeginn
1347,gekränkt,senkt
1348,fassen,lassen
1349,meines,eines
1350,geschenkt,gesenkt
1351,seelenlust,verlust
1352,seyn,hinein
1353,erlernen,fernen
1354,dazu,du
1355,streckt,steckt
1356,gewinnen,beginnen
1357,unerheblich,vergeblich
1358,daran,kan
1359,getrieben,geschrieben
1360,weil,gegentheil
1361,vor,verlor
1362,gliedern,erwidern
1363,plauderei,frei
1364,zeigen,schweigen
1365,gang,weltzusammenhang
1366,allein,seyn
1367,dachten,achten
1368,schenken,denken
1369,nicht,gotteslicht
1370,geleite,schattenseite
1371,schattenstelle,helle
1372,gelungen,schlußfolgerungen
1373,erstrecken,entdecken
1374,verdrießen,einzuschließen
1375,denkt,uneingeschrenkt
1376,gleichläufig,häufig
1377,fehlen,parallelen
1378,brauche,lebenshauche
1379,umhangen,empfangen
1380,zu,unruh
1381,vermeiden,scheiden
1382,verstehn,gehn
1383,könnte,gönnte
1384,erfahrung,offenbarung
1385,überzeugt,abbeugt
1386,nieder,wieder
1387,lenken,denken
1388,fahrt,art
1389,rauben,glauben
1390,loß,groß
1391,spiele,gefiele
1392,sei,vorbei
1393,abgethan,an
1394,vergessen,ermessen
1395,treiben,bleiben
1396,erkennen,nennen
1397,kraft,gotteswissenschaft
1398,erhält,welt
1399,widerstrebt,lebt
1400,lassen,anzupassen
1401,hauch,auch
1402,vielgötterei,sei
1403,anerkannt,benannt
1404,tapeten,getreten
1405,erscheine,eine
1406,gestalten,walten
1407,ehrt,wünschenswerth
1408,oben,erhoben
1409,vermittelt,betitelt
1410,eines,kleines
1411,umzirkt,wirkt
1412,bedingt,umringt
1413,engigkeit,unabhängigkeit
1414,verschwimmung,selbstbestimmung
1415,nimmt,bestimmt
1416,erneue,erfreue
1417,wort,fort
1418,wahr,klar
1419,erheben,leben
1420,spült,fühlt
1421,eigennutz,schmutz
1422,erklären,gebären
1423,natur,nur
1424,wort,fort
1425,dreierlei,drei
1426,erschlagen,getragen
1427,war,dar
1428,empfunden,geschwunden
1429,ort,fort
1430,ja,da
1431,natur,nur
1432,zanken,gedanken
1433,wie,fantasie
1434,ewigkeit,entzweit
1435,nennest,trennest
1436,ein,seyn
1437,fließt,ergießt
1438,verflicht,licht
1439,zaum,schaum
1440,joch,hoch
1441,schoß,bloß
1442,erdenwerts,herz
1443,zusammen,entstammen
1444,stral,alzumal
1445,erkennen,trennen
1446,aufsteigen,neigen
1447,scheint,vereint
1448,widerstreit,entzweit
1449,geschieden,frieden
1450,gemeint,erscheint
1451,erwacht,macht
1452,heuchler,schmeichler
1453,unterscheiden,beiden
1454,werden,geberden
1455,nimmer,schlimmer
1456,zeitgeschlecht,mundgerecht
1457,haus,aus
1458,aufzudringen,bringen
1459,ein,allein
1460,morgenlande,stande
1461,gaben,haben
1462,beschämen,annehmen
1463,frommt,kommt
1464,schämen,annehmen
1465,bangen,empfangen
1466,erniedern,erwiedern
1467,kam,vernahm
1468,gebühren,spüren
1469,ausgegangen,erlangen
1470,sei,vorbei
1471,befohlen,holen
1472,muth,thut
1473,muß,fuß
1474,hin,darin
1475,ecke,decke
1476,muth,ruht
1477,blicke,weltgeschicke
1478,jetzt,versetzt
1479,glaubenszunft,vernunft
1480,befreit,menschlichkeit
1481,böse,löse
1482,seyn,seyn
1483,preise,glaubensweise
1484,schelten,gelten
1485,nacht,erwacht
1486,spiel,ziel
1487,gefällt,stellt
1488,erlaube,glaube
1489,lassen,befassen
1490,geschrieben,blieben
1491,treiben,bleiben
1492,frei,sei
1493,bestreben,umgeben
1494,befleißen,gleißen
1495,werden,geberden
1496,eigensinnig,innig
1497,hülle,liebesfülle
1498,wagt,genagt
1499,brust,lust
1500,erscheinung,vereinung
1501,gelungen,entsprungen
1502,gesprochen,knochen
1503,schon,glockenton
1504,geboren,thoren
1505,kunst,himmelsgunst
1506,vernünftig,künftig
1507,hort,wort
1508,befreit,verleiht
1509,bedauern,betrauern
1510,hinlänglich,unvergänglich
1511,rand,vorempfand
1512,geschick,blick
1513,menschenkind,blind
1514,gönne,könne
1515,rühren,spüren
1516,frei,sei
1517,klagen,tragen
1518,immerfort,dort
1519,zurück,glück
1520,nicht,ausspricht
1521,loben,aufgehoben
1522,enthält,welt
1523,gelten,selten
1524,gethan,an
1525,nennen,rennen
1526,groß,bloß
1527,zahl,wahl
1528,gewählt,quält
1529,ehren,einkehren
1530,fragen,sagen
1531,berühren,spüren
1532,verträgt,eingeprägt
1533,zufrieden,beschieden
1534,allein,verzeihn
1535,plagen,ertragen
1536,lobte,erprobte
1537,schilt,gilt
1538,schelten,gelten
1539,art,höherfart
1540,erheben,geben
1541,gebrechen,schwächen
1542,bescheiden,leiden
1543,gelangen,angefangen
1544,lebt,begräbt
1545,neuentstammen,zusammen
1546,alt,gestalt
1547,geschlossen,geflossen
1548,auch,hauch
1549,grenzen,lenzen
1550,nieder,wieder
1551,missen,wissen
1552,strebens,lebens
1553,sinken,winken
1554,bahn,hinan
1555,brahman,an
1556,schaut,vertraut
1557,hält,welt
1558,entstanden,vorhanden
1559,monaden,faden
1560,einzelheiten,bereiten
1561,flur,spur
1562,taschenuhr,natur
1563,erdacht,nacht
1564,aus,wogenbraus
1565,lenze,grenze
1566,haiden,jahrhundertscheiden
1567,entlang,klang
1568,begleitend,schreitend
1569,wohnen,millionen
1570,spur,nur
1571,namen,kamen
1572,namenlos,blos
1573,munde,kunde
1574,ihn,ihn
1575,natur,nur
1576,sterben,verderben
1577,stufenleiter,scheiter
1578,gleich,bleich
1579,abgepflückt,geschmückt
1580,rasten,kasten
1581,klopft,ausgestopft
1582,reichen,leichen
1583,krone,entfloh'ne
1584,erstach,brach
1585,siechen,verkriechen
1586,bedeckt,schreckt
1587,erfüllt,hüllt
1588,docht,vermocht
1589,miteinander,salamander
1590,klumpen,stumpen
1591,wassersucht,doppelfrucht
1592,licht,gleichgewicht
1593,spätherbstaster,pflaster
1594,schmetterling,gering
1595,todtenangesicht,bricht
1596,trägt,vorgeprägt
1597,liegt,fliegt
1598,gestaltet,entfaltet
1599,gefieder,wieder
1600,hebt,schwebt
1601,lüften,düften
1602,rennt,kennt
1603,siegeln,spiegeln
1604,lust,verlust
1605,empfang,gang
1606,vertragen,lagen
1607,schmerz,herz
1608,gleiche,leiche
1609,braus,todesgraus
1610,begraben,haben
1611,ab,grab
1612,liegt,wiegt
1613,pflegen,legen
1614,abzutragen,tragen
1615,beschieden,frieden
1616,plan,unterthan
1617,abend,labend
1618,vermählte,erzählte
1619,verlust,lust
1620,fern,herrn
1621,vernichtet,gedichtet
1622,leben,geben
1623,vorab,grab
1624,leibes,es
1625,heiter,seelenheimgeleiter
1626,zoll,soll
1627,mördern,befördern
1628,weltverstand,tand
1629,behagen,abzujagen
1630,unbequemen,abzunehmen
1631,zählen,fehlen
1632,minder,rinder
1633,zählt,fehlt
1634,zahl,kahl
1635,hienieden,beschieden
1636,meinen,erscheinen
1637,gemacht,gemacht
1638,strich,strich
1639,blechnen,rechnen
1640,nacht,macht
1641,hause,schmause
1642,weltentschlagung,entsagung
1643,auszuziehn,bin
1644,verlangen,erlangen
1645,rathen,thaten
1646,betrogen,entzogen
1647,beraubt,glaubt
1648,an,angethan
1649,weiter,breiter
1650,schlagen,plagen
1651,unbeachtung,betrachtung
1652,heil,gegentheil
1653,einen,keinen
1654,nun,thun
1655,schwerer,lehrer
1656,gut,lebensmuth
1657,abnehmen,bequemen
1658,mitnichten,verzichten
1659,ab,grab
1660,verschwunden,gefunden
1661,bezeugt,beugt
1662,erklungen,verklungen
1663,erblüht,verblüht
1664,erstrahlt,verstrahlt
1665,worbei,vorbei
1666,ergangen,bangen
1667,seyn,sonnenschein
1668,gebildet,entwildet
1669,laben,haben
1670,waren,erfahren
1671,leer,leer
1672,geschlagen,ertragen
1673,trug,genug
1674,probt,gelobt
1675,röhricht,thöricht
1676,verdämmert,hämmert
1677,sie,sie
1678,weide,augenweide
1679,ort,hort
1680,wollen,wollen
1681,gewährt,wärt
1682,gethan,zahn
1683,dagegen,segen
1684,geht,prophet
1685,treiben,bleiben
1686,vergelt,enthält
1687,durchmessen,zusammenpressen
1688,viele,ziele
1689,fassen,lassen
1690,tauschen,lauschen
1691,wohin,bin
1692,entzogen,betrogen
1693,getrennt,brennt
1694,blinken,winken
1695,oben,aufgehoben
1696,bleibt,schreibt
1697,liedern,erwiedern
1698,bei,sei
1699,befassen,überlassen
1700,namen,kamen
1701,hienieden,beschieden
1702,minder,kinder
1703,reich,gleich
1704,erden,beschwerden
1705,würde,bürde
1706,leid,neid
1707,tragen,plagen
1708,gehn,stehn
1709,bitten,tritten
1710,deiner,meiner
1711,springt,hinunterschlingt
1712,scheuen,treuen
1713,untergeht,dreht
1714,gestatten,schatten
1715,nieder,glieder
1716,niederhangen,langen
1717,ausstreckt,ausreckt
1718,birst,wirst
1719,reichen,zeichen
1720,bereitet,schreitet
1721,verfängt,hängt
1722,verachtet,trachtet
1723,pflückt,beglückt
1724,pfaden,einladen
1725,rast,hast
1726,gehst,drehst
1727,liebestraum,raum
1728,wissen,beflissen
1729,nur,spur
1730,frommt,kommt
1731,verbrauchen,verrauchen
1732,fort,wort
1733,vorhanden,verstanden
1734,scheins,eins
1735,dichtersprachgelehrter,fachgelehrter
1736,erbauung,beschauung
1737,unverständlich,unendlich
1738,auszubeuten,umzudeuten
1739,noch,doch
1740,gepriesen,gewiesen
1741,empfinden,winden
1742,sturm,wurm
1743,allein,stein
1744,macht,acht
1745,band,hand
1746,leben,schweben
1747,fest,nest
1748,hascht,genascht
1749,seele,kehle
1750,roth,brod
1751,kummerschranken,gedanken
1752,gedeckt,erweckt
1753,keime,reime
1754,jahr,war
1755,nacht,gebracht
1756,tagen,plagen
1757,sterben,verderben
1758,blühn,grün
1759,starb,erwarb
1760,vieles,zieles
1761,ziel,weltlusttrauerspiel
1762,prangen,gelangen
1763,verklungen,zungen
1764,ruh,du
1765,leben,erheben
1766,seyn,allein
1767,getrieben,geblieben
1768,nachzutragen,tagen
1769,stufen,aufgerufen
1770,sinkt,blinkt
1771,verschwammen,beisammen
1772,erden,werden
1773,durchdrungen,entsprungen
1774,posten,osten
1775,hingebracht,nacht
1776,vorüber,herüber
1777,klagen,lebenstagen
1778,opferung,genung
1779,theuer,steuer
1780,bang,belang
1781,haben,laben
1782,erfahren,waren
1783,herrlichkeiten,streiten
1784,du,zu
1785,unverstanden,fanden
1786,haben,begraben
1787,ziel,thorenspiel
1788,ihnen,dienen
1789,genannten,unbekannten
1790,abgeschiedenen,zufriedenen
1791,stockt,lockt
1792,beut,erfreut
1793,aktieneisenbahn,stadtschuldentilgungsplan
1794,noth,morgenabendroth
1795,getauscht,wohlberauscht
1796,schäfchen,mittagschläfchen
1797,sparen,jahren
1798,seyn,schein
1799,umzirken,wirken
1800,gatten,schatten
1801,du,zu
1802,zuzuwenden,blenden
1803,reisen,kreisen
1804,sehnen,scenen
1805,unerträgliches,alltägliches
1806,umgraut,blaut
1807,entrennst,gespenst
1808,davon,entflohn
1809,berge,särge
1810,rein,seyn
1811,schimmer,zimmer
1812,spiele,viele
1813,nischchen,tischchen
1814,gestalten,alten
1815,treiben,bleiben
1816,güte,jugendblüte
1817,gekommen,aufgenommen
1818,reise,lebenskreise
1819,herein,allein
1820,herzuschreiten,begleiten
1821,umwalten,behalten
1822,unbeklommen,mitaufgenommen
1823,lebens,vergebens
1824,bestanden,fanden
1825,beugniß,zeugniß
1826,begonnen,abgewonnen
1827,getrieben,blieben
1828,haben,gaben
1829,verrathen,entrathen
1830,hingegangen,verlangen
1831,nachgezogen,geflogen
1832,auch,brauch
1833,vereine,weine
1834,entwöhnen,krönen
1835,büßest,grüßest
1836,voraus,haus
1837,gegangen,empfangen
1838,verscheiden,leiden
1839,gab,grab
1840,überheben,überleben
1841,zugethan,kann
1842,gramumdüsterung,wahnumflüsterung
1843,wozu,zu
1844,erschwingen,entringen
1845,treiben,bleiben
1846,darf,warf
1847,heiter,scheiter
1848,zischt,angefrischt
1849,zu,du
1850,luft,gruft
1851,flammt,amt
1852,sorgtest,borgtest
1853,thun,ruhn
1854,zelt,welt
1855,schönen,versöhnen
1856,zahlenbruch,fluch
1857,sprossen,miteingeschlossen
1858,aus,graus
1859,entgegentritt,litt
1860,schwach,nach
1861,scheiter,weiter
1862,bangen,unbefangen
1863,säugt,überzeugt
1864,entscheiden,beiden
1865,haben,begraben
1866,seyn,verein
1867,fanden,verstanden
1868,verstehn,sehn
1869,freudenaufenthalt,strafanstalt
1870,verloren,geboren
1871,bequemen,abzunehmen
1872,dienen,maschinen
1873,fessel,herrschaftsessel
1874,entbehren,galeeren
1875,reich,gleich
1876,mich,sich
1877,denkest,versenkest
1878,verkündest,ergründest
1879,nennst,kennst
1880,frieden,geschieden
1881,grenzen,glänzen
1882,genommen,vollkommen
1883,verstört,angehört
1884,auszuschweifen,übergreifen
1885,irrung,verwirrung
1886,erlauben,rauben
1887,wie,poesie
1888,zwitter,dritter
1889,rauschen,tauschen
1890,lieder,zuwider
1891,reden,jeden
1892,vögelein,seyn
1893,gestalten,entfalten
1894,auszuprägen,zuzuwägen
1895,stimmung,schwimmung
1896,übermannt,bannt
1897,entlassen,erfassen
1898,geisterseherei,sei
1899,gehalten,gestalten
1900,meinen,einen
1901,ein,seyn
1902,heftig,zauberkräftig
1903,verkünden,ergründen
1904,sei,zauberfrei
1905,geht,steht
1906,gleichentstammt,amt
1907,entstammen,zusammen
1908,scheiden,leiden
1909,seyn,fein
1910,das,sturm
1911,das,sturm
1912,das,sturm
1913,das,sturm
1914,das,sturm
1915,das,sturm
1916,das,sturm
1917,die,töchter
1918,leben,nicht
1919,ihr,nicht
1920,felsen,meer
1921,töchterlein,dein
1922,nässt,gepresst
1923,meth,meth
1924,verzeiht,gefreyt
1925,kleid,leid
1926,schuh,ruh
1927,gold,sollt
1928,gaal,thal
1929,gut,muth
1930,mondenschein,kämmerlein
1931,an,rittersmann
1932,an,rittersmann
1933,'nein,ein
1934,ein,ein
1935,ein,mein
1936,gott,tod
1937,gaal,thal
1938,mich,dich
1939,blau,grau
1940,lang,bang
1941,lang,bang
1942,lang,bang
1943,ross,moos
1944,hier,dir
1945,noth,tod
1946,mein,seyn
1947,treu,schuh
1948,born,dorn
1949,daher,mähr
1950,moos,schooss
1951,sang,entlang
1952,lag,sprach
1953,moos,schooss
1954,breit,seit
1955,grab,grab
1956,stein,hinein
1957,treu,zwey
1958,hinfort,winden
1959,verdorrt,linden
1960,erdacht,gemacht
1961,tritt,giebt
1962,w.,bäumeli
1963,w.,nägeli
1964,w.,räß
1965,w.,mühlirad
1966,w.,end
1967,zitterbaum,kam
1968,morgenstern,gern
1969,weib,leib
1970,viel,still
1971,mann,kann
1972,ablassen,spassen
1973,aus,schenkwirthshaus
1974,sassen,assen
1975,winken,trinken
1976,lachte,machten
1977,geschwind,kind
1978,schwer,sehr
1979,gedacht,gebracht
1980,aus,haus
1981,vor,chor
1982,eben,heben
1983,schleppen,treppen
1984,angegangen,ergangen
1985,gewacht,gedacht
1986,angegangen,empfangen
1987,geflossen,geschossen
1988,mein,seyn
1989,mein,seyn
1990,bu,zu
1991,bu,zu
1992,bu,zu
1993,fasten,kasten
1994,leer,jahr
1995,wohl,voll
1996,knaben,tragen
1997,wingertsberg,rauh
1998,haus,raus
1999,n'ein,n'ein
2000,lilienblatt,tag
2001,tisch,fisch
2002,wein,seyn
2003,wiege,wiegen
2004,schnur,zu
2005,wagen,fahren
2006,kind,kind
2007,magd,magd
2008,pferd,pferd
2009,knecht,knecht
2010,hahn,hahn
2011,floh,floh
2012,kind,hausgesind
2013,bitt,mit
2014,huhn,thun
2015,thier,bier
2016,willen,grillen
2017,lippe,nippe
2018,gewürze,verkürze
2019,rebe,strebe
2020,bleibe,marmorleibe
2021,hause,kind
2022,wachsthum,freut
2023,nun,schön
2024,gieng,hinweg
2025,vorlieb,dieb
2026,wiege,grab
2027,lippen,kuß
2028,klein,seyn
2029,hauch,ginsterstrauch
2030,stein,ein
2031,tann,heran
2032,gerichte,geschieden
2033,fändet,meere
2034,überschütten,standarte
2035,allein,leben
2036,perserheer,verwischen
2037,umweht,schwingen
2038,jahren,die
2039,zu,überkommen
2040,flur,natur
2041,gefühlt,gekühlt
2042,machen,sachen
2043,sehn,verstehn
2044,glanz,rosenkranz
2045,zug,flug
2046,wieder,danieder
2047,ort,fort
2048,wirken,umzirken
2049,fern,himmelsstern
2050,dämmersterne,lerne
2051,erregt,bewegt
2052,bethört,aufhört
2053,weich,reich
2054,haßt,gast
2055,wohnt,verschont
2056,fröhnest,stöhnest
2057,augen,saugen
2058,spricht,licht
2059,glaube,erdenstaube
2060,auch,brauch
2061,angenommnen,ueberkommnen
2062,gebaut,schaut
2063,ahnenbilder,milder
2064,umzudeuten,leuten
2065,zergehn,entstehn
2066,mildern,marmorbildern
2067,bedeuten,erbeuten
2068,verkümmern,zertrümmern
2069,spiel,ziel
2070,an,gethan
2071,erwacht,vollbracht
2072,erkennen,trennen
2073,einverstanden,vorhanden
2074,spaltung,entfaltung
2075,tiefer,er
2076,geizen,reizen
2077,ruh,du
2078,schon,lohn
2079,erkennst,nennst
2080,unterscheiden,meiden
2081,muth,gut
2082,gatten,schatten
2083,finsternis,ungewis
2084,entstehn,vergehn
2085,licht,ficht
2086,immer,nimmer
2087,dazwischen,mischen
2088,spaltet,waltet
2089,natur,nur
2090,stufenleiter,heiter
2091,du,zu
2092,erstanden,verstanden
2093,seyn,ein
2094,vollbracht,geistermacht
2095,tagend,schlagend
2096,erlag,tag
2097,gesehn,stehn
2098,gesucht,frucht
2099,greift,reift
2100,hängt,drängt
2101,blütenkrone,sohne
2102,begießt,sprießt
2103,verstärken,bemerken
2104,bemerken,werken
2105,schaaren,gefahren
2106,gewahren,schaaren
2107,lanze,schanze
2108,ringeltanze,ganze
2109,immer,schlimmer
2110,versteh,weh
2111,sporn,dorn
2112,wonne,geistersonne
2113,empört,verstört
2114,zumeist,geist
2115,gefangen,gelangen
2116,amme,stamme
2117,halten,spalten
2118,puppentraum,raum
2119,springt,beschwingt
2120,entrann,kann
2121,krücke,stücke
2122,sehn,stehn
2123,blöße,größe
2124,drauf,auf
2125,eins,scheins
2126,zweite,widerstreite
2127,dort,ort
2128,dich,doppelich
2129,bist,ist
2130,schaut,zerthaut
2131,hält,gefällt
2132,unentzweit,einigkeit
2133,dritte,mitte
2134,kreist,geist
2135,ferne,sterne
2136,wäre,sfäre
2137,erweitern,scheitern
2138,entstand,schwand
2139,zwitter,bitter
2140,zwiefalte,weltzwiespalte
2141,vorhanden,verstanden
2142,liniennetzen,gesetzen
2143,ländercharten,erwarten
2144,verlieren,spazieren
2145,kann,mann
2146,merk,werk
2147,nennen,kennen
2148,halben,allenthalben
2149,uebertreibung,unterbleibung
2150,verdruß,schuß
2151,unvollkommen,willkommen
2152,schroff,stoff
2153,geboren,verloren
2154,kund,mund
2155,sprühn,ausblühn
2156,nachtigall,widerhall
2157,allein,stein
2158,lust,brust
2159,zu,du
2160,eingesenkt,umgelenkt
2161,gezogen,gewogen
2162,ehren,kehren
2163,hangen,gelangen
2164,weile,heile
2165,luft,duft
2166,ausschwanken,erkranken
2167,geschlagen,tragen
2168,aufreißen,heißen
2169,haus,aus
2170,entgegen,morgensegen
2171,lust,brust
2172,augenblick,geschick
2173,zu,winterruh
2174,zeit,ewigkeit
2175,steht,geht
2176,sinn,bin
2177,seist,geist
2178,gewannst,kannst
2179,haus,aus
2180,geben,leben
2181,freigebigkeit,streit
2182,geisteszehnten,kronbelehnten
2183,stralen,regenbogenschalen
2184,trauerzeichen,erbleichen
2185,kranz,ganz
2186,flitter,schnitter
2187,daneben,leben
2188,bin,hin
2189,siedelei,vorbei
2190,weswegen,entgegen
2191,freun,scheun
